state,town,latitude,longitude,total_fatalities
Federal Capital territory,Zuba on the outskirts of the capital Abuja,9.09639,7.21278,2
Federal Capital territory,"Abuja (Church Village, Dagba in the Durumi settlement of)",9.083333,7.533333,2
Enugu state,"Uzo-Uwani, Enugu  ///  at Iggah/Asaba checkpoint; at Adani community of Uzo-Uwani Local Government Area of Enugu State",6.733963,7.009526,2
Edo state,"Upper Sokponba; in Idogbo, headquarters of Ikpoba-Okha Local Government Area",6.335045,5.627492,2
Gombe state,BCJ district,10.25,11.166667,2
Imo state,at Nnenasa in Njaba Local Government Area of Imo,5.705874,7.003619,2
Ebonyi state,in Ebonyi state; native of Umuezoka,6.25,8.08333,2
Ebonyi state,"in Ugwulangwu, in the Onicha Local Government Area of the state",6.060361,7.878007,2
Ebonyi state,in Amagu ward one in Ikwo Local Government Area of the Ebonyi State,6.05316,8.16284,2
Delta state,Warri town (near),5.5167,5.75,2
Ebonyi state,"Army checkpoint at Amasiri, Afikpo North Local Government Area",5.915296,7.883285,2
Edo state,Ekosodin village,6.335045,5.627492,2
Edo state,Egor Local Government Area in two separate locations along Benin Technical College (BTC) Road and Universal junction along Medical Stores Road,6.335045,5.627492,2
Edo state,Ekiadolor (College of Education),6.491994,5.588268,2
Edo state,"Fugar town, Etsako Central LGA, Edo state",7.08333,6.5,2
Edo state,near Ogida barracks in Egor LGA,6.335045,5.627492,2
Borno state,"Zawuya village, near Muna Garage",11.870457,13.250751,2
Borno state,"Yuwe, within Sambisa forest area",11.25,13.416667,2
Borno state,Zangebe village,12.07982,13.673019,2
Borno state,"Zalidava-Weige villages, Kusarha-Zalidava general area",11.5,13,2
Delta state,"Egbokodo village, Warri South LGA",5.61326,5.61063,2
Delta state,"Ikenyan community, Warri North",5.88243,5.27687,2
Delta state,"Jalla, Warri South Local Government Area",5.53859,5.69256,2
Delta state,Omadima village,5.626158,5.651453,2
Delta state,"Opia community, Warri North LGA",5.88243,5.27687,2
Borno state,"Warshale, northern Borno State",12.05,14.1,2
Borno state,was coming from the regional capital Maiduguri; was heading to the town of Gamboru; in the village of Mussine,12.26189,14.07576,2
Borno state,Wasada,10.83374,13.14615,2
Borno state,"WASADA Village, ASKIRA UBA LGA",10.83374,13.14615,2
Borno state,Whitambaya village,10.392943,12.252217,2
Borno state,Wamdeo in Askira Uba Local Government Area of Borno State,10.52507,13.13174,2
Borno state,Usmanti area on the outskirts of Maiduguri near Mina Garage in Maiduguri,11.84644,13.160274,2
Borno state,Umarari in Molai General area about 9km to Maiduguri township,11.84644,13.160274,2
Borno state,"UMURARI Village (100 m south of), KONDUGA LGA",11.91161,12.80428,2
Borno state,Yabiri Kote in the KOTE KURA Area of BAMA LGA,11.37448,14.01769,2
Borno state,Yale village,11.707381,13.708122,2
Borno state,"WUMBI village, Kala Balge LGA",12.36166,14.35716,2
Borno state,"Wumbi, Kalabalge",12.36166,14.35716,2
Borno state,Yazza Village,10.88333,13.31667,2
Borno state,"Yenegu village, Izge Response Area (RA)",11.103593,13.712983,2
Borno state,Yamteke,11.10682,13.50868,2
Borno state,Tumbun Rago area,13.43162,13.31319,2
Borno state,Tumbun Zarami,11.5,13,2
Borno state,"Tumbum Gini, Abadam LGA, Borno",13.375603,13.507019,2
Borno state,Tumbun Fulani on the fringes of Lake Chad,13.489685,13.456828,2
Borno state,"TUNISH, Kala Balge LGA",12.30301,14.41691,2
Borno state,"TUYAN Village, CHIBOK LGA (2 km from Komdi, which is 12 from Chibok)",10.86583,12.84702,2
Borno state,"Tohya village (13 km from Chibok), Chibok LGA",10.86583,12.84702,2
Borno state,"TILEM, Kala Balge LGA",12.29671,14.43079,2
Borno state,"their hideouts at Durbada, Borno; their hideouts at Njimia and Dure in the Sambisa Forest, Borno",11.25,13.416667,2
Borno state,Tudun Wulgo,12.734943,13.964024,2
Borno state,troops of Army Super Camp located at Mallam Fatori;   terrorists who attacked their location,13.6734,13.3388,2
Borno state,training camp near Mallam Fatori on the fringes of Lake Chad,13.6734,13.3388,2
Borno state,"travelling from MAIDUGURI to GWOZA, in the vicinity of PULKA, GWOZA LGA, BORNO State",11.226071,13.783778,2
Borno state,town of Gajiganna in northeastern Borno state,12.252155,13.105596,2
Borno state,the Defence Company of 26 Task Force Brigade Garrison location at Gwoza,11.103593,13.712982,2
Borno state,"SHUWARI BURI Village (a Shuwa Arab settlement) in MANDARARI Ward, KONDUGA LGA",11.58605,13.00278,2
Borno state,Shaffa Community,10.50673,12.33315,2
Borno state,"Sulima Kalama village, 25 kilometres (15 miles) from Chibok",10.86583,12.84702,2
Borno state,"SIDIGERI, Kala Balge LGA",12.115443,14.477759,2
Borno state,some 15 kilometres (nearly 10 miles) from the town of Banki,11.255863,14.152438,2
Borno state,Pela Birni village,10.4331,12.24682,2
Borno state,"Parisu and Takwala,",11.332568,13.54742,2
Borno state,Parisu; Sambisa forest of Borno state,11.25,13.416667,2
Borno state,Pulka axis,11.226071,13.783778,2
Borno state,Pulka-Firgi- Banki general area,11.339916,13.796287,2
Borno state,outskirts of Gombole,11.47342,13.37837,2
Borno state,"outside Sambisa forest (around Nyaleri)  a crossing point from the SAMBISA Forest on the MAIDUGURI-BULABULIN-DAMBOA Road in the vicinity of NYALERI in the ALAGANO Area, DAMBOA LG",11.09826,12.76417,2
Borno state,outskirts of Mele,11.5,13,2
Borno state,outside a village near the northeastern town of Banki,11.255863,14.152438,2
Borno state,on the road between the town of Benisheik and the city of Maiduguri in Borno State,11.851284,12.858597,2
Borno state,outside Banki IDP camp,11.255863,14.152438,2
Borno state,"on the road leading to Maiduguri from Monguno town, in Monguno Local Government Area, Borno State  ///  near Monguno",12.67863,13.60792,2
Borno state,outside Maiduguri city,11.724167,13.284722,2
Borno state,"outside Miringa village, nearby town of Biu",10.73115,12.14626,2
Borno state,SADUGUMA village,12.2,14.48333,2
Borno state,"Sabongari and Gahabaywa, Nigerian villages located four kilometers from the border with Cameroonian territory",11.103593,13.712983,2
Borno state,Sambisa forest (Camp Zairo),11.25,13.416667,2
Borno state,Sambisa forest (near),11.25,13.416667,2
Borno state,Sambisa forest (S-shaped part of),11.25,13.416667,2
Borno state,Sambisa "S",11.306718,13.514184,2
Borno state,"Sambisa forest (Mallam Gonare, in)",11.25,13.416667,2
Borno state,Sambisa general area,11.25,13.416667,2
Borno state,"RANN village, Kala Balge LGA",12.28295,14.47243,2
Borno state,Mongonu area,12.57852,13.61727,2
Borno state,"MUNA Garage along GAMBORU NGALA Road, MAIDUGURI",11.870457,13.250751,2
Borno state,Muna Garage camp,11.870457,13.250751,2
Borno state,Muna Garage in Maiduguri,11.870457,13.250751,2
Borno state,Moronti village (near Maiduguri town),11.84644,13.160274,2
Borno state,MSHERDE village,11.99351,14.45069,2
Borno state,Mustafanari village (around),11.466583,12.960232,2
Borno state,"MUYILE (near), Dikwa LGA",11.896304,14.094273,2
Borno state,near Arge,13.48895,13.32904,2
Borno state,"Muktu (Ngala LGA), 25 km south west of Rann",12.13333,14.3,2
Borno state,"Muna Park, near Muna Dalti",11.869642,13.253906,2
Borno state,"Mammanti village, outskirts of Maiduguri",11.84644,13.160274,2
Borno state,"Mandanari community in Konduga, Borno",11.58605,13.00278,2
Borno state,"MANGARI Village (20 km from Kamya, Biu LGA), near",10.959233,12.256197,2
Borno state,"MARGUBA Village, KAGA LGA",11.69475,12.58074,2
Borno state,"Mbulakudla Village, Chibok Askira",10.63582,12.8782,2
Borno state,"Mashamari area of Konduga/ near Konduga, Borno State",11.65583,13.42133,2
Borno state,"MAYANTI Village (near), BAMA LGA",11.374388,13.876097,2
Borno state,"Mayanti village of Bama Local Government Council, crossing into Sambisa",11.374388,13.876097,2
Borno state,"Mifah, seven kilometres from Chibok",10.887667,12.903858,2
Borno state,Metele,13.357646,13.426181,2
Borno state,"Mogola, Ngaiwa, Tongule and Warsele villages in Ngala Local Government Area of Borno State",12.05,14.1,2
Borno state,Miyanti- Banki road,11.305929,14.018955,2
Borno state,Mobbar village,11.5,13,2
Borno state,"Ngoske, near Bula Korege.",11.353161,13.66779,2
Borno state,Ngoske in the fringes of Sambisa forest Borno State,11.25,13.416667,2
Borno state,Ngumnari village,11.5,13,2
Borno state,"NJIMIA (near), BAMA LGA",11.52059,14.09661,2
Borno state,"Ngwom, 14 km (eight miles) from Maiduguri",11.8826,13.3434,2
Borno state,"Nigeria, across the border from Chetima Wangou",13.09165,12.6966,2
Borno state,northern part of Borno State near the Cameroon border,11.5,13,2
Borno state,near Daiwa on the way to Damboa; along Maiduguri-Damaturu Road  ///  near Daiwa within the Damboa precinct,11.09826,12.76417,2
Borno state,near Garunda,13.002316,12.992235,2
Borno state,near Mafa town on the Maiduguri-Dikwa Road,11.92543,13.60269,2
Borno state,near the town of Gamboru in Borno state,12.337716,14.180516,2
Borno state,"Ngamdu, 90 kilometres from Maiduguri,",11.7593,12.2561,2
Benue state,"Igboughur Mbavuur, Logo Local Government",7.752484,9.404171,2
Benue state,Egwuma,7.856119,7.942503,2
Benue state,"Inundugh village in Yaav council ward, Kwande",6.80099,9.47021,2
Benue state,"Iye village, Guma LGA",7.842145,8.861159,2
Benue state,"in Ochoro community of Gwer Local government Area of Benue State; an ambush on Ochoro road  ///  in the Ochoro community of Konshisha Local Government Area, Benue State",7.02993,8.66037,2
Benue state,in Odugbeho,7.805479,8.057261,2
Benue state,"in Div, Kwande Local Government Area",6.80099,9.47021,2
Benue state,"in Agboughul community in the outskirt of Makurdi town, Benue state",7.7411,8.5121,2
Benue state,Jato Aka (near) in Kwande LGA,6.89857,9.49676,2
Benue state,"Kula settlement, Gwer-West Local Council",7.653429,8.381733,2
Benue state,Ologba Utukolugwu village,7.955671,7.964322,2
Benue state,"on Tse Iber village in Jimba settlement area  in Gwer West Local Government Area, LGA, of a Benue state",7.63227,8.343638,2
Benue state,"Saghev/Ukusu district, Gwer West Local Government Area in Benue State",7.63211,8.21656,2
Benue state,Sankera village,7.53333,9.65,2
Benue state,Oweto village,7.966016,7.823497,2
Benue state,"Tomatar village and environs, Guma",7.716274,8.882735,2
Benue state,"Naka, of Gwer-west LGA of Benue State",7.5834,8.2055,2
Benue state,"Okokolo, Agatu, Benue",7.8677,8.0949,2
Benue state,Odugbeho in Agatu LGA,7.805479,8.057261,2
Benue state,Mbakyondo village,7.7042,8.53588,2
Benue state,"Mbawa council ward near Yelwata, Benue State",8.160068,8.591141,2
Benue state,Mbayer-Yandev in Guma LGA,7.96667,8.76667,2
Benue state,Naka,7.5834,8.2055,2
Benue state,at Tse-Zoola Village Agan Makurdi Local Government Area,7.850271,8.562258,2
Benue state,at Yelwata community in? Guma Local Government Area of Benue State,8.160068,8.591141,2
Benue state,"Chembe settlement, Logo LGA",7.68922,9.25049,2
Benue state,Buruku local government area,7.36534,9.26074,2
Benue state,"Close to Mbazar community between Anyiin and Akwana communities, Logo LGA, Benue state",7.81875,9.24534,2
Benue state,"close to Tse Adendem village, between  Iorza and Anyiin, Logo LGA, Benue",7.68922,9.25049,2
Bayelsa state,Nembe town (Ogbolomabiri island),4.539402,6.400344,2
Bayelsa state,Odi area,5.17381,6.29974,2
Bayelsa state,Swali village,4.91191,6.27495,2
Benue state,Agatu lga,7.9061,7.85487,2
Benue state,Agasha community in Guma Local Government Area,7.7166,8.899,2
Benue state,"Ake Lake, Guma LGA",7.96667,8.76667,2
Benue state,"along the Naka-Agagbe road; in Gwer West local government area of Benue state  ///  Agbanu, along Naka-Agagbe road",7.676118,8.206273,2
Benue state,along the Udei-Daudu Road in Benue State,7.96667,8.76667,2
Benue state,Angela community in Guma local government area of Benue state,7.96667,8.76667,2
Bayelsa state,"in Oweikorogha, Southern Ijaw Local Government Area, Bayelsa",4.876666,6.172615,2
Bayelsa state,Liama village,4.286446,6.175545,2
Bayelsa state,Mangorogbene village,4.9125,5.5997,2
Bayelsa state,"in Ekeki suburbs of Yenagoa, in Bayelsa",4.924722,6.264167,2
Bayelsa state,"Bassambiri, Nembe Local Government Area",4.533333,6.416667,2
Bayelsa state,Amarata,4.924722,6.264167,2
Bauchi state,Alkaleri town,10.26606,10.33529,2
Bauchi state,in Bauchi,10.313441,9.843273,2
Adamawa state,Gwalam village,9.333333,12.5,2
Adamawa state,"KAFIN HAUSA Villages, MADAGALI LGA, ADAMAWA State",10.873699,13.539221,2
Adamawa state,"Lawaru, Dong (Demsa) and Kiken (Numan)",9.46344,11.68068,2
Adamawa state,"Luru, Girei Local Government Area of Adamawa State",9.568084,12.304026,2
Adamawa state,Kwayine Community in Demsa Local Government Area of Adamawa State,9.39843,12.36436,2
Adamawa state,Kuda village,10.838173,13.40093,2
Adamawa state,Kirchina in the Madagali area of Adamawa state,10.78254,13.35834,2
Abia state,"Aba town, Abia State",5.106576,7.366667,2
Adamawa state,Fadaman Rake area of Hong Local Government,10.228811,12.972718,2
Adamawa state,"Duhu, Madgali LGA",10.78906,13.4505,2
Adamawa state,"Dumankara, a community in Madagali bordering Gwoza",10.85219,13.54889,2
Adamawa state,"Tambo Jumo, Girei Local Government Area of Adamawa State",9.536671,12.385155,2
Adamawa state,"Waga Lawan, Madagali LGA",10.85219,13.54889,2
Adamawa state,"Shallwal, Kegegewo, Kekal and Kulunso villages, Numan",9.45371,11.836653,2
Adamawa state,Mayo Lope,9.24235,11.68169,2
Adamawa state,"Midigu, Lansa & Kubula villages, Madagali LGA",10.85219,13.54889,2
Adamawa state,MAGAR Bridge,10.874054,13.557687,2
Anambra state,"in Nnewi, Anambra",6.01986,6.91478,2
Anambra state,"in Anambra State, Nigeria's South-east; in some community in Anambra",6.333333,7,2
Anambra state,in Anambra State; Ekwulobia area,6.023398,7.082162,2
Anambra state,"Nkpor (New Tire Market Area of ), Anambra State",6.15038,6.83042,2
Anambra state,Nkpor area of Onithsa,6.14543,6.788452,2
Anambra state,in the Anambra State capital,6.21269,7.07199,2
Anambra state,in the Forest Close to Lilu Village in Ihiala General Area of Anambra State,5.887071,6.95312,2
Akwa Ibom state,"Oko Ita, Ibiono Ibom LGA",5.19105,7.89619,2
Anambra state,"at Upper Iweka axis, in Onitsha",6.14543,6.788452,2
Akwa Ibom state,a police station in Ikono local government area of Akwa Ibom State; at Ibiaku Ntok Okpo,5.309686,7.71987,2
Adamawa state,Tsilda village in Madagali Local Government Area of Adamawa State,10.83966,13.45089,2
Adamawa state,"Wanu village, some three kilometres (just under two miles) from the town of Gulak",10.79942,13.4622,2
Akwa Ibom state,in Inen Community in Oruk Anam local government area of Akwa Ibom state; Mbiaso Village,4.78246,7.59249,2
Akwa Ibom state,in Inen Ikot Eteye and Ikot Inyang villages of Inen community; in Oruk Anam Local Government Area of Akwa Ibom State,4.800713,7.666248,2
Akwa Ibom state,in Ukana Ikot Ntuen; in Essien Udim,5.132301,7.715647,2
Akwa Ibom state,Ibesikpo/Asutan Lga,4.92735,7.95806,2
Akwa Ibom state,Ibiono Ibom Lga,5.20704,7.89309,2
Akwa Ibom state,"Along the footpath leading from Ikot Ibritam to Etok Inen, Oruk Anam LGA, Akwa Ibom state",4.812009,7.61413,2
Borno state,"at a security formation at Baga road area in Maiduguri, Borno",12.459779,13.193997,2
Borno state,at Abaganaram in Northern Borno,13.151034,13.964249,2
Borno state,"at a military base at Barkoza Dalori near Benisheik, Kaga LGA",11.8072,12.4909,2
Borno state,"at a camp, 9.7 km South East of Bonne, Konduga LGA, Borno",11.58605,13.00278,2
Borno state,ARTANO village,12.2,14.5,2
Borno state,"around Kumshe village, near the border with Cameroon",11.3548,14.21296,2
Borno state,"around Bula-Yobe, near Banki",11.255863,14.152438,2
Borno state,around the Sambisa forest in Borno State,11.25,13.416667,2
Borno state,around Lake Chad in north-eastern Borno State; at Kusuma and Sigir in Marte Local Government Area,12.678615,14.171438,2
Borno state,around Lake Chad in north-eastern Borno State; at Kusuma and Sigir in Marte Local Government Area,12.742056,14.054035,2
Borno state,"an Army/ NPF outpost in the vicinity of BAMA, BAMA LGA",11.5221,13.68558,2
Borno state,an attack on Gubio in Gubio LGA of Borno State,12.499,12.7848,2
Borno state,along Road Banki-Pulka,11.339916,13.796287,2
Borno state,along the road linking Limankara and Hambagda villages,10.98267,13.66066,2
Borno state,Area between Malam Fatori and Abadam,13.6169,13.26438,2
Borno state,Arege,13.48895,13.32904,2
Borno state,"an area called Caterpillar near Ajilari cross, Airport Area in Maiduguri",11.84644,13.160274,2
Borno state,Akwada (10 kilometres from Chibok)  Kwada,10.8856,12.70429,2
Borno state,Alafa in Borno,11.3838,13.60416,2
Borno state,Alagarno area,11.5,13,2
Borno state,Alagarno,13.148185,13.55959,2
Borno state,Alau Ngawo Fatoye village,11.724167,13.284722,2
Borno state,Alau-Kofa village (12 km from Maiduguri),11.84644,13.160274,2
Borno state,"Alikaramanti village (around ), near Giwa Military barracks, Maiduguri",11.84644,13.160274,2
Borno state,Alinwa,12.630817,13.962277,2
Borno state,"ALAGARNO Forest (near), Kaga LGA",11.259902,12.351687,2
Borno state,along Pulka ??Bokko ??Kirawa Road,11.103593,13.712983,2
Borno state,"almost 100 metres south of Umurari village, outskirts of Maiduguri",11.84644,13.160274,2
Borno state,"along JEBBRA ??FIRGI axis, GWOZA LGA, BORNO State",11.103593,13.712983,2
Borno state,Abaganaram on the fringes of the Lake Chad,13.151034,13.964249,2
Borno state,Abbagajiri and Dusula hideouts of Damboa local council of Borno State,11.23038,12.470897,2
Borno state,"Abbaganaram  and Bukar Maryam villages, Maiduguri LGA, Borno",11.84644,13.160274,2
Borno state,"Abulam, a settlement on the fringes of the Allagarno Forest",11.18904,12.4724,2
Borno state,Ajigin village of Damboa local government area,11.1694,12.28329,2
Borno state,8km from AJIGIN DAMBOA LGA,11.1694,12.28329,2
Borno state,"a mosque in the Ajilari area in Bama town, Bono State",11.5221,13.68558,2
