conflict_name,date_start,date_end,conflict_duration_days,type_of_violence,total_fatalities
Jole - Shomo,4/13/2020,4/13/2020,0,2,25
Ichen - Tiv,4/30/2020,4/30/2020,0,2,0
Atyap - Fulani,7/10/2020,7/10/2020,0,2,7
Atyap - Fulani,7/11/2020,7/11/2020,0,2,1
Atyap - Fulani,7/13/2020,7/13/2020,0,2,1
Ichen - Tiv,6/5/2020,6/5/2020,0,2,5
Ichen - Tiv,6/7/2020,6/7/2020,0,2,1
Ichen - Tiv,9/11/2020,9/11/2020,0,2,0
Atyap - Fulani,8/18/2020,8/18/2020,0,2,2
Atyap - Fulani,9/8/2020,9/8/2020,0,2,3
Atyap - Fulani,9/11/2020,9/11/2020,0,2,2
Atyap - Fulani,7/19/2020,7/19/2020,0,2,23
Atyap - Fulani,7/20/2020,7/20/2020,0,2,10
Atyap - Fulani,8/5/2020,8/5/2020,0,2,7
Bassa Kwomu - Egbura Mozum,1/25/2018,1/25/2018,0,2,3
Bassa Kwomu - Egbura Mozum,4/22/2018,4/22/2018,0,2,5
Bassa Kwomu - Egbura Mozum,4/24/2018,4/24/2018,0,2,15
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,11
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,2
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,10
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,10
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,10
Bwatiye - Fulani,12/4/2017,12/4/2017,0,2,10
Bwatiye - Fulani,12/28/2017,12/28/2017,0,2,1
Bwatiye - Fulani,1/5/2018,1/5/2018,0,2,3
Bwatiye - Fulani,1/5/2018,1/5/2018,0,2,2
Bwatiye - Fulani,1/5/2018,1/5/2018,0,2,2
Bwatiye - Fulani,1/5/2018,1/5/2018,0,2,3
Bwatiye - Fulani,1/17/2018,1/17/2018,0,2,2
Bwatiye - Fulani,1/21/2018,1/21/2018,0,2,6
Bwatiye - Fulani,1/21/2018,1/21/2018,0,2,3
Bwatiye - Fulani,1/21/2018,1/21/2018,0,2,3
Bwatiye - Fulani,2/27/2018,2/27/2018,0,2,20
Bwatiye - Fulani,5/2/2018,5/2/2018,0,2,9
Bwatiye - Fulani,5/2/2018,5/2/2018,0,2,8
Bwatiye - Fulani,5/2/2018,5/2/2018,0,2,16
Bwatiye - Fulani,5/9/2018,5/9/2018,0,2,8
Bwatiye - Fulani,6/22/2018,6/22/2018,0,2,21
Bwatiye - Fulani,8/8/2018,8/8/2018,0,2,1
Bwatiye - Fulani,4/17/2019,4/17/2019,0,2,4
Bwatiye - Fulani,5/2/2019,5/2/2019,0,2,0
Bwatiye - Fulani,5/2/2019,5/2/2019,0,2,0
Bwatiye - Fulani,5/2/2019,5/2/2019,0,2,0
Bassa Kwomu - Egbura Mozum,1/25/2019,1/25/2019,0,2,3
Bassa Kwomu - Egbura Mozum,3/7/2019,3/7/2019,0,2,20
Bassa Kwomu - Egbura Mozum,5/6/2020,5/6/2020,0,2,0
Bassa Kwomu - Egbura Mozum,7/8/2020,7/8/2020,0,2,0
Bassa Kwomu - Egbura Mozum,7/29/2020,7/29/2020,0,2,0
Bassa Kwomu - Egbura Mozum,9/13/2018,9/13/2018,0,2,8
Lunguda - Waja,10/23/2018,10/23/2018,0,2,3
Bassa Kwomu - Egbura Mozum,12/25/2018,12/25/2018,0,2,6
Bassa Kwomu - Egbura Mozum,10/15/2020,10/15/2020,0,2,3
Cameroon: Ambazonia,2/23/2018,2/23/2018,0,1,1
Cameroon: Ambazonia,2/26/2018,2/26/2018,0,1,1
Ambazonia insurgents - Civilians,11/17/2021,11/17/2021,0,3,5
Fulani - Yandang,7/17/2018,7/17/2018,0,2,6
Fulani - Yandang,8/4/2018,8/4/2018,0,2,4
Fulani - Izzi (Igbo),3/12/2018,3/12/2018,0,2,3
Fulani - Izzi (Igbo),5/30/2021,5/30/2021,0,2,30
Yan Sakai - Civilians,5/17/2020,5/17/2020,0,3,2
Yan Sakai - Civilians,10/12/2020,10/12/2020,0,3,11
Yan Sakai - Civilians,1/21/2021,1/21/2021,0,3,2
Yan Sakai - Civilians,4/15/2021,4/15/2021,0,3,16
Yan Sakai - Civilians,10/7/2021,10/7/2021,0,3,11
Yan Sakai - Civilians,11/29/2021,11/29/2021,0,3,3
Nigeria: Government,6/27/2020,6/27/2020,0,1,1
Nigeria: Government,7/2/2020,7/2/2020,0,1,3
Nigeria: Government,7/3/2020,7/3/2020,0,1,2
Nigeria: Government,7/3/2020,7/3/2020,0,1,1
Nigeria: Government,7/3/2020,7/3/2020,0,1,3
Nigeria: Government,7/15/2020,7/15/2020,0,1,3
Nigeria: Government,7/30/2020,7/30/2020,0,1,7
Nigeria: Government,8/11/2020,8/11/2020,0,1,3
Nigeria: Government,8/16/2020,8/16/2020,0,1,3
Nigeria: Government,8/16/2020,8/16/2020,0,1,2
Nigeria: Government,9/6/2020,9/6/2020,0,1,5
Nigeria: Government,9/10/2020,9/10/2020,0,1,2
Nigeria: Government,9/10/2020,9/10/2020,0,1,1
Nigeria: Government,6/17/2020,6/17/2020,0,1,2
Nigeria: Government,6/18/2020,6/18/2020,0,1,3
Nigeria: Government,8/24/2019,8/24/2019,0,1,40
Nigeria: Government,7/27/2018,7/27/2018,0,1,2
Nigeria: Government,7/29/2018,7/29/2018,0,1,0
Nigeria: Government,8/4/2018,8/4/2018,0,1,2
Nigeria: Government,8/10/2018,8/10/2018,0,1,3
Nigeria: Government,8/18/2018,8/18/2018,0,1,24
Nigeria: Government,3/27/2020,3/27/2020,0,1,3
Nigeria: Government,3/30/2020,3/30/2020,0,1,2
Nigeria: Government,3/31/2020,3/31/2020,0,1,3
Nigeria: Government,4/3/2020,4/3/2020,0,1,7
Nigeria: Government,4/16/2020,4/16/2020,0,1,3
Nigeria: Government,4/21/2020,4/21/2020,0,1,2
Nigeria: Government,4/22/2020,4/22/2020,0,1,1
Nigeria: Government,4/22/2020,4/22/2020,0,1,4
Nigeria: Government,4/24/2020,4/24/2020,0,1,2
Nigeria: Government,4/26/2020,4/26/2020,0,1,3
Nigeria: Government,4/27/2020,4/27/2020,0,1,2
Nigeria: Government,4/30/2020,4/30/2020,0,1,3
Nigeria: Government,5/4/2020,5/4/2020,0,1,4
Nigeria: Government,5/9/2020,5/9/2020,0,1,4
Nigeria: Government,5/9/2020,5/9/2020,0,1,4
Nigeria: Government,5/9/2020,5/9/2020,0,1,20
Nigeria: Government,5/9/2020,5/9/2020,0,1,3
Nigeria: Government,5/13/2020,5/13/2020,0,1,8
Nigeria: Government,5/15/2020,5/15/2020,0,1,5
Nigeria: Government,5/15/2020,5/15/2020,0,1,3
Nigeria: Government,5/20/2020,5/20/2020,0,1,2
Nigeria: Government,5/22/2020,5/22/2020,0,1,3
Nigeria: Government,5/26/2020,5/26/2020,0,1,75
Nigeria: Government,6/1/2020,6/1/2020,0,1,1
Nigeria: Government,6/3/2020,6/3/2020,0,1,6
Nigeria: Government,6/10/2020,6/10/2020,0,1,3
Nigeria: Government,6/10/2020,6/10/2020,0,1,3
Nigeria: Government,6/10/2020,6/10/2020,0,1,1
Nigeria: Government,6/10/2020,6/10/2020,0,1,1
Nigeria: Government,6/11/2020,6/11/2020,0,1,2
Nigeria: Government,9/24/2020,9/24/2020,0,1,3
Nigeria: Government,9/25/2020,9/25/2020,0,1,3
Nigeria: Government,9/25/2020,9/25/2020,0,1,40
Nigeria: Government,10/20/2020,10/20/2020,0,1,3
Nigeria: Government,10/21/2020,10/21/2020,0,1,1
Nigeria: Government,11/3/2020,11/3/2020,0,1,1
Nigeria: Government,11/8/2020,11/8/2020,0,1,1
Nigeria: Government,11/10/2020,11/10/2020,0,1,2
Nigeria: Government,11/10/2020,11/10/2020,0,1,1
Nigeria: Government,11/11/2020,11/11/2020,0,1,2
Nigeria: Government,11/14/2020,11/14/2020,0,1,2
Nigeria: Government,11/15/2020,11/15/2020,0,1,1
Nigeria: Government,11/15/2020,11/15/2020,0,1,1
Nigeria: Government,11/19/2020,11/19/2020,0,1,3
Nigeria: Government,11/21/2020,11/21/2020,0,1,1
Nigeria: Government,11/24/2020,11/24/2020,0,1,2
Nigeria: Government,11/27/2020,11/27/2020,0,1,2
Nigeria: Government,11/27/2020,11/27/2020,0,1,2
Nigeria: Government,11/30/2020,11/30/2020,0,1,1
Nigeria: Government,11/30/2020,11/30/2020,0,1,2
Nigeria: Government,12/1/2020,12/1/2020,0,1,1
Nigeria: Government,12/2/2020,12/2/2020,0,1,1
Nigeria: Government,12/5/2020,12/5/2020,0,1,1
Fulani - Irigwe,8/14/2021,8/14/2021,0,2,27
Fulani - Irigwe,8/15/2021,8/15/2021,0,2,7
Fulani - Irigwe,8/17/2021,8/17/2021,0,2,5
Fulani - Irigwe,8/17/2021,8/17/2021,0,2,1
Fulani - Irigwe,8/19/2021,8/19/2021,0,2,3
Fulani - Irigwe,9/5/2021,9/5/2021,0,2,1
Fulani - Irigwe,9/6/2021,9/6/2021,0,2,3
Fulani - Irigwe,9/26/2021,9/26/2021,0,2,1
Fulani - Irigwe,9/28/2021,9/28/2021,0,2,2
Fulani - Irigwe,9/28/2021,9/28/2021,0,2,2
Fulani - Irigwe,10/3/2021,10/3/2021,0,2,3
Bwatiye - Fulani,6/10/2012,6/10/2012,0,2,2
Bwatiye - Fulani,6/10/2012,6/10/2012,0,2,3
Bwatiye - Fulani,6/10/2012,6/10/2012,0,2,3
Bwatiye - Fulani,6/10/2012,6/10/2012,0,2,2
Bwatiye - Fulani,6/10/2012,6/10/2012,0,2,3
Bwatiye - Fulani,1/24/2016,1/24/2016,0,2,30
Bwatiye - Fulani,6/25/2016,6/25/2016,0,2,8
Bwatiye - Fulani,8/1/2016,8/1/2016,0,2,20
Bwatiye - Fulani,1/7/2017,1/7/2017,0,2,2
Bwatiye - Fulani,1/31/2017,1/31/2017,0,2,3
Bwatiye - Fulani,11/13/2017,11/13/2017,0,2,1
Bwatiye - Fulani,11/20/2017,11/20/2017,0,2,20
Bwatiye - Fulani,11/20/2017,11/20/2017,0,2,20
Bwatiye - Fulani,11/20/2017,11/20/2017,0,2,40
Nigeria: Government,2/23/2018,2/23/2018,0,1,5
Nigeria: Government,2/26/2018,2/26/2018,0,1,7
Nigeria: Government,2/26/2018,2/26/2018,0,1,7
Nigeria: Government,2/26/2018,2/26/2018,0,1,7
Nigeria: Government,2/26/2018,2/26/2018,0,1,6
Nigeria: Government,2/26/2018,2/26/2018,0,1,6
Nigeria: Government,2/26/2018,2/26/2018,0,1,2
Fulani - Irigwe,8/1/2021,8/1/2021,0,2,12
Fulani - Irigwe,8/3/2021,8/3/2021,0,2,0
Fulani - Irigwe,8/10/2021,8/10/2021,0,2,3
Nigeria: Government,12/4/2017,12/4/2017,0,1,3
Nigeria: Government,6/29/2018,6/29/2018,0,1,2
Nigeria: Government,6/30/2018,6/30/2018,0,1,0
Fulani - Irigwe,2/2/2021,2/2/2021,0,2,0
Fulani - Irigwe,2/4/2021,2/4/2021,0,2,12
Nigeria: Government,1/20/2020,1/20/2020,0,1,5
Nigeria: Government,1/24/2020,1/24/2020,0,1,2
Nigeria: Government,1/24/2020,1/24/2020,0,1,13
Nigeria: Government,2/8/2020,2/8/2020,0,1,3
Nigeria: Government,2/9/2020,2/9/2020,0,1,1
Nigeria: Government,2/9/2020,2/9/2020,0,1,0
Nigeria: Government,2/23/2020,2/23/2020,0,1,0
Nigeria: Government,2/25/2020,2/25/2020,0,1,3
Nigeria: Government,2/26/2020,2/26/2020,0,1,2
Nigeria: Government,2/27/2020,2/27/2020,0,1,2
Nigeria: Government,3/1/2020,3/1/2020,0,1,1
Nigeria: Government,3/4/2020,3/4/2020,0,1,2
Nigeria: Government,3/6/2020,3/6/2020,0,1,24
Nigeria: Government,3/15/2020,3/15/2020,0,1,9
Nigeria: Government,8/28/2018,8/28/2018,0,1,0
Nigeria: Government,9/4/2018,9/4/2018,0,1,2
Nigeria: Government,9/6/2018,9/6/2018,0,1,14
Nigeria: Government,9/16/2018,9/16/2018,0,1,3
Nigeria: Government,9/16/2018,9/16/2018,0,1,3
Nigeria: Government,9/18/2018,9/18/2018,0,1,3
Nigeria: Government,9/18/2018,9/18/2018,0,1,2
Nigeria: Government,9/23/2018,9/23/2018,0,1,6
Nigeria: Government,8/31/2019,8/31/2019,0,1,40
Nigeria: Government,9/11/2019,9/11/2019,0,1,3
Nigeria: Government,9/15/2019,9/15/2019,0,1,1
Nigeria: Government,9/27/2019,9/27/2019,0,1,1
Nigeria: Government,10/3/2019,10/3/2019,0,1,3
Nigeria: Government,10/3/2019,10/3/2019,0,1,1
Nigeria: Government,10/13/2019,10/13/2019,0,1,3
Nigeria: Government,10/18/2019,10/18/2019,0,1,3
Nigeria: Government,11/4/2019,11/4/2019,0,1,1
Nigeria: Government,11/17/2019,11/17/2019,0,1,3
Nigeria: Government,11/21/2019,11/21/2019,0,1,1
Nigeria: Government,11/22/2019,11/22/2019,0,1,2
Nigeria: Government,11/26/2019,11/26/2019,0,1,3
Nigeria: Government,11/27/2019,11/27/2019,0,1,3
Nigeria: Government,12/1/2019,12/1/2019,0,1,0
Nigeria: Government,12/1/2019,12/1/2019,0,1,2
Nigeria: Government,12/3/2019,12/3/2019,0,1,3
Nigeria: Government,12/4/2019,12/4/2019,0,1,1
Nigeria: Government,12/4/2019,12/4/2019,0,1,1
Nigeria: Government,12/11/2019,12/11/2019,0,1,3
Nigeria: Government,12/11/2019,12/11/2019,0,1,3
Nigeria: Government,12/11/2019,12/11/2019,0,1,2
Nigeria: Government,12/11/2019,12/11/2019,0,1,1
Nigeria: Government,12/16/2019,12/16/2019,0,1,3
Nigeria: Government,12/23/2019,12/23/2019,0,1,4
Nigeria: Government,12/27/2019,12/27/2019,0,1,1
Nigeria: Government,12/31/2019,12/31/2019,0,1,3
Nigeria: Government,1/1/2020,1/1/2020,0,1,3
Nigeria: Government,1/2/2020,1/2/2020,0,1,15
Nigeria: Government,1/2/2020,1/2/2020,0,1,4
Nigeria: Government,1/8/2020,1/8/2020,0,1,0
Nigeria: Government,1/17/2020,1/17/2020,0,1,13
Nigeria: Government,1/18/2020,1/18/2020,0,1,4
Nigeria: Government,1/18/2020,1/18/2020,0,1,2
Nigeria: Government,1/19/2020,1/19/2020,0,1,1
Nigeria: Government,10/5/2018,10/5/2018,0,1,5
Nigeria: Government,10/6/2018,10/6/2018,0,1,3
Nigeria: Government,10/6/2018,10/6/2018,0,1,2
Nigeria: Government,10/10/2018,10/10/2018,0,1,3
Nigeria: Government,10/11/2018,10/11/2018,0,1,2
Nigeria: Government,10/13/2018,10/13/2018,0,1,2
Nigeria: Government,10/15/2018,10/15/2018,0,1,2
Nigeria: Government,10/25/2018,10/25/2018,0,1,2
Nigeria: Government,10/25/2018,10/25/2018,0,1,2
Nigeria: Government,11/5/2018,11/5/2018,0,1,3
Nigeria: Government,11/9/2018,11/9/2018,0,1,0
Nigeria: Government,11/12/2018,11/12/2018,0,1,2
Nigeria: Government,11/26/2018,11/26/2018,0,1,1
Nigeria: Government,12/1/2018,12/1/2018,0,1,2
Nigeria: Government,12/4/2018,12/4/2018,0,1,1
Nigeria: Government,12/8/2018,12/8/2018,0,1,3
Nigeria: Government,12/12/2018,12/12/2018,0,1,1
Nigeria: Government,12/16/2018,12/16/2018,0,1,5
Nigeria: Government,12/30/2018,12/30/2018,0,1,3
Nigeria: Government,1/1/2019,1/1/2019,0,1,1
Nigeria: Government,1/3/2019,1/3/2019,0,1,0
Nigeria: Government,1/3/2019,1/3/2019,0,1,0
Nigeria: Government,1/3/2019,1/3/2019,0,1,2
Nigeria: Government,1/14/2019,1/14/2019,0,1,14
Nigeria: Government,1/19/2019,1/19/2019,0,1,2
Nigeria: Government,1/25/2019,1/25/2019,0,1,4
Nigeria: Government,1/27/2019,1/27/2019,0,1,0
Nigeria: Government,1/28/2019,1/28/2019,0,1,2
Nigeria: Government,1/30/2019,1/30/2019,0,1,4
Nigeria: Government,1/31/2019,1/31/2019,0,1,1
Nigeria: Government,2/4/2019,2/4/2019,0,1,1
Nigeria: Government,2/9/2019,2/9/2019,0,1,5
Nigeria: Government,2/12/2019,2/12/2019,0,1,13
Nigeria: Government,2/16/2019,2/16/2019,0,1,3
Nigeria: Government,2/16/2019,2/16/2019,0,1,2
Nigeria: Government,2/17/2019,2/17/2019,0,1,2
Nigeria: Government,3/6/2019,3/6/2019,0,1,1
Nigeria: Government,3/8/2019,3/8/2019,0,1,0
Nigeria: Government,3/11/2019,3/11/2019,0,1,2
Nigeria: Government,3/18/2019,3/18/2019,0,1,8
Nigeria: Government,3/18/2019,3/18/2019,0,1,3
Nigeria: Government,3/25/2019,3/25/2019,0,1,13
Nigeria: Government,4/11/2019,4/11/2019,0,1,4
Nigeria: Government,4/24/2019,4/24/2019,0,1,3
Nigeria: Government,5/7/2019,5/7/2019,0,1,5
Nigeria: Government,5/7/2019,5/7/2019,0,1,5
Nigeria: Government,5/10/2019,5/10/2019,0,1,1
Nigeria: Government,5/15/2019,5/15/2019,0,1,2
Nigeria: Government,5/16/2019,5/16/2019,0,1,3
Nigeria: Government,5/25/2019,5/25/2019,0,1,3
Nigeria: Government,6/10/2019,6/10/2019,0,1,9
Nigeria: Government,6/10/2019,6/10/2019,0,1,1
Nigeria: Government,6/16/2019,6/16/2019,0,1,2
Nigeria: Government,6/22/2019,6/22/2019,0,1,3
Nigeria: Government,6/24/2019,6/24/2019,0,1,0
Nigeria: Government,6/28/2019,6/28/2019,0,1,2
Nigeria: Government,7/4/2019,7/4/2019,0,1,1
Nigeria: Government,8/1/2019,8/1/2019,0,1,20
Nigeria: Government,8/9/2019,8/9/2019,0,1,20
Nigeria: Government,8/10/2019,8/10/2019,0,1,3
Nigeria: Government,3/5/2018,3/5/2018,0,1,0
Nigeria: Government,3/6/2018,3/6/2018,0,1,0
Nigeria: Government,3/14/2018,3/14/2018,0,1,2
Nigeria: Government,3/30/2018,3/30/2018,0,1,4
Nigeria: Government,4/1/2018,4/1/2018,0,1,7
Nigeria: Government,4/6/2018,4/6/2018,0,1,6
Nigeria: Government,4/7/2018,4/7/2018,0,1,3
Nigeria: Government,4/7/2018,4/7/2018,0,1,2
Nigeria: Government,4/8/2018,4/8/2018,0,1,1
Nigeria: Government,4/9/2018,4/9/2018,0,1,1
Nigeria: Government,4/9/2018,4/9/2018,0,1,2
Nigeria: Government,4/11/2018,4/11/2018,0,1,3
Nigeria: Government,4/13/2018,4/13/2018,0,1,7
Nigeria: Government,4/18/2018,4/18/2018,0,1,4
Nigeria: Government,4/21/2018,4/21/2018,0,1,8
Nigeria: Government,4/22/2018,4/22/2018,0,1,1
Nigeria: Government,4/28/2018,4/28/2018,0,1,0
Nigeria: Government,5/3/2018,5/3/2018,0,1,1
Nigeria: Government,5/8/2018,5/8/2018,0,1,2
Nigeria: Government,5/15/2018,5/15/2018,0,1,2
Nigeria: Government,5/17/2018,5/17/2018,0,1,2
Nigeria: Government,5/18/2018,5/18/2018,0,1,2
Nigeria: Government,5/18/2018,5/18/2018,0,1,2
Nigeria: Government,5/31/2018,5/31/2018,0,1,15
Nigeria: Government,6/2/2018,6/2/2018,0,1,1
Nigeria: Government,6/7/2018,6/7/2018,0,1,4
Nigeria: Government,6/12/2018,6/12/2018,0,1,1
Nigeria: Government,6/13/2018,6/13/2018,0,1,1
Nigeria: Government,6/16/2018,6/16/2018,0,1,2
Nigeria: Government,6/16/2018,6/16/2018,0,1,1
Nigeria: Government,6/20/2018,6/20/2018,0,1,11
Nigeria: Government,6/22/2018,6/22/2018,0,1,0
Fulani - Irigwe,10/15/2017,10/15/2017,0,2,6
Fulani - Irigwe,10/16/2017,10/16/2017,0,2,1
Fulani - Irigwe,10/16/2017,10/16/2017,0,2,27
Fulani - Irigwe,1/20/2018,1/20/2018,0,2,0
Fulani - Irigwe,1/22/2018,1/22/2018,0,2,3
Fulani - Irigwe,1/23/2018,1/23/2018,0,2,2
Fulani - Irigwe,1/25/2018,1/25/2018,0,2,3
Fulani - Irigwe,1/25/2018,1/25/2018,0,2,3
Fulani - Irigwe,1/26/2018,1/26/2018,0,2,3
Fulani - Irigwe,1/27/2018,1/27/2018,0,2,1
Fulani - Irigwe,1/29/2018,1/29/2018,0,2,2
Fulani - Irigwe,1/29/2018,1/29/2018,0,2,1
Fulani - Irigwe,1/29/2018,1/29/2018,0,2,1
Fulani - Irigwe,2/10/2018,2/10/2018,0,2,3
Fulani - Irigwe,3/5/2018,3/5/2018,0,2,3
Fulani - Irigwe,3/8/2018,3/8/2018,0,2,10
Fulani - Irigwe,3/12/2018,3/12/2018,0,2,25
Fulani - Irigwe,3/14/2018,3/14/2018,0,2,25
Fulani - Irigwe,3/23/2018,3/23/2018,0,2,3
Fulani - Irigwe,4/18/2018,4/18/2018,0,2,4
Fulani - Irigwe,8/3/2018,8/3/2018,0,2,3
Fulani - Irigwe,9/24/2018,9/24/2018,0,2,1
Fulani - Irigwe,9/29/2018,9/29/2018,0,2,15
Fulani - Irigwe,10/3/2018,10/3/2018,0,2,19
Fulani - Irigwe,10/4/2018,10/4/2018,0,2,4
Fulani - Irigwe,10/17/2018,10/17/2018,0,2,1
Fulani - Irigwe,4/29/2019,4/29/2019,0,2,0
Fulani - Irigwe,4/29/2019,4/29/2019,0,2,0
Fulani - Irigwe,5/3/2019,5/3/2019,0,2,1
Fulani - Irigwe,5/5/2019,5/5/2019,0,2,0
Fulani - Irigwe,7/14/2019,7/14/2019,0,2,2
Fulani - Irigwe,7/15/2019,7/15/2019,0,2,1
Fulani - Irigwe,9/23/2019,9/23/2019,0,2,3
Fulani - Irigwe,10/12/2019,10/12/2019,0,2,1
Fulani - Irigwe,5/20/2021,5/20/2021,0,2,2
Fulani - Irigwe,6/13/2021,6/13/2021,0,2,2
Fulani - Irigwe,6/27/2021,6/27/2021,0,2,3
Fulani - Irigwe,7/1/2021,7/1/2021,0,2,0
Fulani - Irigwe,5/3/2020,5/3/2020,0,2,0
Fulani - Irigwe,5/3/2020,5/3/2020,0,2,0
Fulani - Irigwe,7/7/2020,7/7/2020,0,2,1
Fulani - Irigwe,4/3/2020,4/3/2020,0,2,0
Fulani - Irigwe,4/8/2020,4/8/2020,0,2,4
Nigeria: Government,3/8/2015,3/8/2015,0,1,5
Fulani - Irigwe,4/14/2019,4/14/2019,0,2,2
Nigeria: Government,12/9/2017,12/9/2017,0,1,2
Nigeria: Government,12/10/2017,12/10/2017,0,1,4
Nigeria: Government,12/11/2017,12/11/2017,0,1,2
Nigeria: Government,12/15/2017,12/15/2017,0,1,1
Nigeria: Government,12/16/2017,12/16/2017,0,1,0
Nigeria: Government,12/22/2017,12/22/2017,0,1,3
Nigeria: Government,12/23/2017,12/23/2017,0,1,2
Nigeria: Government,1/1/2018,1/1/2018,0,1,3
Nigeria: Government,1/2/2018,1/2/2018,0,1,2
Nigeria: Government,1/3/2018,1/3/2018,0,1,6
Nigeria: Government,1/3/2018,1/3/2018,0,1,3
Nigeria: Government,1/4/2018,1/4/2018,0,1,2
Nigeria: Government,1/9/2018,1/9/2018,0,1,2
Nigeria: Government,1/15/2018,1/15/2018,0,1,2
Nigeria: Government,1/26/2018,1/26/2018,0,1,7
Nigeria: Government,2/6/2018,2/6/2018,0,1,2
Nigeria: Government,2/9/2018,2/9/2018,0,1,3
Nigeria: Government,2/12/2018,2/12/2018,0,1,2
Nigeria: Government,2/19/2018,2/19/2018,0,1,1
Nigeria: Government,2/22/2018,2/22/2018,0,1,3
IS - Civilians,7/18/2019,7/18/2019,0,3,2
IS - Civilians,7/18/2019,7/18/2019,0,3,1
IS - Civilians,7/23/2019,7/23/2019,0,3,0
IS - Civilians,7/27/2019,7/27/2019,0,3,0
IS - Civilians,7/30/2019,7/30/2019,0,3,0
IS - Civilians,8/21/2019,8/21/2019,0,3,1
IS - Civilians,8/21/2019,8/21/2019,0,3,1
IS - Civilians,1/9/2020,1/9/2020,0,3,3
IS - Civilians,1/9/2020,1/9/2020,0,3,3
IS - Civilians,1/14/2020,1/14/2020,0,3,1
IS - Civilians,12/22/2019,12/22/2019,0,3,5
IS - Civilians,12/24/2019,12/24/2019,0,3,6
IS - Civilians,12/25/2019,12/25/2019,0,3,10
IS - Civilians,6/20/2020,6/20/2020,0,3,5
IS - Civilians,6/20/2020,6/20/2020,0,3,6
IS - Civilians,7/22/2020,7/22/2020,0,3,5
IS - Civilians,7/23/2020,7/23/2020,0,3,0
IS - Civilians,8/10/2020,8/10/2020,0,3,13
IS - Civilians,9/15/2020,9/15/2020,0,3,3
IS - Civilians,9/15/2020,9/15/2020,0,3,8
IS - Civilians,10/20/2020,10/20/2020,0,3,8
IS - Civilians,10/22/2020,10/22/2020,0,3,3
IS - Civilians,10/30/2020,10/30/2020,0,3,5
IS - Civilians,11/1/2020,11/1/2020,0,3,10
IS - Civilians,11/16/2020,11/16/2020,0,3,0
IS - Civilians,12/18/2020,12/18/2020,0,3,0
IS - Civilians,12/18/2020,12/18/2020,0,3,5
IS - Civilians,1/6/2021,1/6/2021,0,3,2
IS - Civilians,4/20/2016,4/20/2016,0,3,8
IS - Civilians,5/10/2016,5/10/2016,0,3,1
IS - Civilians,5/10/2016,5/10/2016,0,3,2
IS - Civilians,5/24/2016,5/24/2016,0,3,13
IS - Civilians,6/10/2016,6/10/2016,0,3,4
IS - Civilians,6/14/2016,6/14/2016,0,3,4
IS - Civilians,6/14/2016,6/14/2016,0,3,4
IS - Civilians,6/16/2016,6/16/2016,0,3,18
IS - Civilians,6/19/2016,6/19/2016,0,3,2
IS - Civilians,7/1/2016,7/1/2016,0,3,1
IS - Civilians,7/8/2016,7/8/2016,0,3,6
IS - Civilians,7/9/2016,7/9/2016,0,3,7
IS - Civilians,2/5/2017,2/5/2017,0,3,2
IS - Civilians,3/25/2017,3/25/2017,0,3,3
IS - Civilians,8/22/2017,8/22/2017,0,3,6
IS - Civilians,11/13/2017,11/13/2017,0,3,1
IS - Civilians,12/4/2015,12/4/2015,0,3,1
IS - Civilians,12/10/2015,12/10/2015,0,3,14
Government of Nigeria - Civilians,2/23/2019,2/23/2019,0,3,2
IS - Civilians,4/27/2015,4/27/2015,0,3,0
IS - Civilians,4/28/2015,4/28/2015,0,3,11
IS - Civilians,4/28/2015,4/28/2015,0,3,11
IS - Civilians,12/13/2015,12/13/2015,0,3,5
IS - Civilians,12/13/2015,12/13/2015,0,3,3
IS - Civilians,12/20/2015,12/20/2015,0,3,6
IS - Civilians,12/25/2015,12/25/2015,0,3,14
IS - Civilians,12/27/2015,12/27/2015,0,3,15
IS - Civilians,7/17/2018,7/17/2018,0,3,6
IS - Civilians,11/12/2018,11/12/2018,0,3,15
IS - Civilians,1/20/2019,1/20/2019,0,3,1
IS - Civilians,4/9/2019,4/9/2019,0,3,1
IS - Civilians,4/30/2019,4/30/2019,0,3,14
IS - Civilians,6/24/2019,6/24/2019,0,3,9
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/4/2011,11/4/2011,0,3,4
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,11/13/2011,11/13/2011,0,3,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,12/2/2011,12/2/2011,0,3,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,12/14/2011,12/14/2011,0,3,0
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,12/25/2011,12/25/2011,0,3,37
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1/4/2012,1/4/2012,0,3,2
Jama'atu Ahlis Sunna Lidda'awati wal-Jihad - Civilians,1/5/2012,1/5/2012,0,3,2
